File;Register;Act_number;Head
Paris_AN_JJ_inventaire_Languedoc;JJ136;30bis;2758
Paris_AN_JJ_inventaire_Languedoc;JJ141;213bis;2878
Paris_AN_JJ_inventaire_Languedoc;JJ142;31bis;2887
Paris_AN_JJ_inventaire_Languedoc;JJ145;429bis;2951
Paris_AN_JJ_inventaire_Languedoc;JJ149;278bis;3017
Paris_AN_JJ_inventaire_Languedoc;JJ153;137bis;3068
Paris_AN_JJ_inventaire_Languedoc;JJ161;143bis;3354
Paris_AN_JJ_inventaire_Languedoc;JJ168;228bis;3558
Paris_AN_JJ_inventaire_Languedoc;JJ187;165bis;3822
Paris_AN_JJ_inventaire_Languedoc;JJ196;222bis;3968
Paris_AN_JJ_inventaire_Languedoc;JJ209;16bis;4188
Paris_AN_JJ_inventaire_Languedoc;JJ213;77bis;4258
Paris_AN_JJ_inventaire_Loire;JJ81;288bis;61
Paris_AN_JJ_inventaire_Loire;JJ81;415bis;68
Paris_AN_JJ_inventaire_Loire;JJ82;275bis;127
Paris_AN_JJ_inventaire_Loire;JJ86;507bis;225
Paris_AN_JJ_inventaire_Loire;JJ95;142bis;391
Paris_AN_JJ_inventaire_Loire;JJ98;324bis;451
Paris_AN_JJ_inventaire_Loire;JJ98;457bis;459
Paris_AN_JJ_inventaire_Loire;JJ105;44bis;579
Paris_AN_JJ_inventaire_Loire;JJ106;355bis;619
Paris_AN_JJ_inventaire_Loire;JJ111;210bis;763
Paris_AN_JJ_inventaire_Loire;JJ111;211bis;764
Paris_AN_JJ_inventaire_Loire;JJ113;91bis;812
Paris_AN_JJ_inventaire_Loire;JJ132;203bis;1277
Paris_AN_JJ_inventaire_Loire;JJ145;423bis;1560
Paris_AN_JJ_inventaire_Loire;JJ153;436bis;1773
Paris_AN_JJ_inventaire_Loire;JJ154;297bis;1807
Paris_AN_JJ_inventaire_Loire;JJ154;232bis;1811
Paris_AN_JJ_inventaire_Loire;JJ155;239bis;1882
Paris_AN_JJ_inventaire_Loire;JJ158;380bis;2034
Paris_AN_JJ_inventaire_Loire;JJ158;382bis;2035
Paris_AN_JJ_inventaire_Loire;JJ158;383bis;2036
Paris_AN_JJ_inventaire_Loire;JJ158;390bis;2037
Paris_AN_JJ_inventaire_Loire;JJ158;392bis;2038
Paris_AN_JJ_inventaire_Loire;JJ160;230bis;2084
Paris_AN_JJ_inventaire_Loire;JJ163;225bis;2187
Paris_AN_JJ_inventaire_Loire;JJ164;53bis;2220
Paris_AN_JJ_inventaire_Loire;JJ164;78bis;2224
Paris_AN_JJ_inventaire_Loire;JJ164;79bis;2225
Paris_AN_JJ_inventaire_Loire;JJ169;426bis;2453
Paris_AN_JJ_inventaire_Loire;JJ171;57bis;2511
Paris_AN_JJ_inventaire_Loire;JJ177;142bis;2649
Paris_AN_JJ_inventaire_Loire;JJ177;158bis;2651
Paris_AN_JJ_inventaire_Loire;JJ177;158ter;2652
Paris_AN_JJ_inventaire_Loire;JJ177;158quater;2653
Paris_AN_JJ_inventaire_Loire;JJ185;233bis;2863
Paris_AN_JJ_inventaire_Loire;JJ185;335bis;2880
Paris_AN_JJ_inventaire_Loire;JJ185;336bis;2882
Paris_AN_JJ_inventaire_Loire;JJ196;222bis;3310
Paris_AN_JJ_inventaire_Loire;JJ207;266bis;3718
Paris_AN_JJ_inventaire_Loire;JJ209;17bis;3773
Paris_AN_JJ_inventaire_Loire;JJ222;250bis;4267
Paris_AN_JJ_inventaire_Loire;JJ228;149bis;4802
Paris_AN_JJ_inventaire_Loire;JJ229;86bis;4835
Paris_AN_JJ_inventaire_Loire;JJ230;270bis;4870
Paris_AN_JJ_inventaire_Rouergue;JJ78;134bis;201
