zone_temp_id;temporary_JJ96-211;register;act_number;warning
59449;33168;JJ176;32;FOLIO vide ou non reconnu dans Acts CSV
59450;33168;JJ176;32;FOLIO vide ou non reconnu dans Acts CSV
59451;33169;JJ176;33;
59452;33169;JJ176;33;
59453;33170;JJ176;34;FOLIO vide ou non reconnu dans Acts CSV
59454;33170;JJ176;34;FOLIO vide ou non reconnu dans Acts CSV
59455;33171;JJ176;35;FOLIO vide ou non reconnu dans Acts CSV
59456;33171;JJ176;35;FOLIO vide ou non reconnu dans Acts CSV
59457;33172;JJ176;36;
59458;33172;JJ176;36;
59459;33172;JJ176;36;
59460;33173;JJ176;37;FOLIO vide ou non reconnu dans Acts CSV
59461;33173;JJ176;37;FOLIO vide ou non reconnu dans Acts CSV
59462;33174;JJ176;38;FOLIO vide ou non reconnu dans Acts CSV
59463;33174;JJ176;38;FOLIO vide ou non reconnu dans Acts CSV
59464;33175;JJ176;39;FOLIO vide ou non reconnu dans Acts CSV
59465;33175;JJ176;39;FOLIO vide ou non reconnu dans Acts CSV
59466;33176;JJ176;40;FOLIO vide ou non reconnu dans Acts CSV
59467;33176;JJ176;40;FOLIO vide ou non reconnu dans Acts CSV
59468;33176;JJ176;40;FOLIO vide ou non reconnu dans Acts CSV
59469;33177;JJ176;41;
59470;33177;JJ176;41;
59471;33177;JJ176;41;
59472;33178;JJ176;42;FOLIO vide ou non reconnu dans Acts CSV
59473;33178;JJ176;42;FOLIO vide ou non reconnu dans Acts CSV
59474;33178,1;JJ176;42bis;FOLIO vide ou non reconnu dans Acts CSV
59475;33179;JJ176;43;FOLIO vide ou non reconnu dans Acts CSV
