Image_Path;Image_Width;Image_Height;YOLO_Results_File;Class_Id;Class_Name;Detected_coordinates;Absolute_coordinates;Confidence;Url_Detection;Url_Image
images_registres_AN_JJ035_JJ211/images/Paris_Archives_Nationales_JJ170/Paris_Archives_Nationales_JJ170_10.jpg;4018;4887;/sps/humanum/home/dstutzmann/act_segm_model_training/runs/predict/Himanis_Seg_Actes_1200pxmin_JJ170-JJ179/Paris_Archives_Nationales_JJ170/labels/Paris_Archives_Nationales_JJ170_10.txt;5;Table;0.5019 0.5104 0.9962 0.9669;15,131,4002,4725;0.9912015199661256;https://iiif.irht.cnrs.fr/iiif/ark:/63955/v2mykvvq5gb5/15,131,4002,4725/full/0/default.jpg;https://iiif.irht.cnrs.fr/iiif/ark:/63955/v2mykvvq5gb5/full/full/0/default.jpg
images_registres_AN_JJ035_JJ211/images/Paris_Archives_Nationales_JJ170/Paris_Archives_Nationales_JJ170_100.jpg;4162;4911;/sps/humanum/home/dstutzmann/act_segm_model_training/runs/predict/Himanis_Seg_Actes_1200pxmin_JJ170-JJ179/Paris_Archives_Nationales_JJ170/labels/Paris_Archives_Nationales_JJ170_100.txt;1;AI;0.5091 0.5879 0.9811 0.8098;77,898,4083,3976;0.9532394409179688;https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7czhtx0gl7d/77,898,4083,3976/full/0/default.jpg;https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7czhtx0gl7d/full/full/0/default.jpg
images_registres_AN_JJ035_JJ211/images/Paris_Archives_Nationales_JJ170/Paris_Archives_Nationales_JJ170_100.jpg;4162;4911;/sps/humanum/home/dstutzmann/act_segm_model_training/runs/predict/Himanis_Seg_Actes_1200pxmin_JJ170-JJ179/Paris_Archives_Nationales_JJ170/labels/Paris_Archives_Nationales_JJ170_100.txt;0;AC;0.5054 0.1197 0.9861 0.211;51,69,4104,1036;0.2590705454349518;https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7czhtx0gl7d/51,69,4104,1036/full/0/default.jpg;https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7czhtx0gl7d/full/full/0/default.jpg
images_registres_AN_JJ035_JJ211/images/Paris_Archives_Nationales_JJ170/Paris_Archives_Nationales_JJ170_101.jpg;4353;4923;/sps/humanum/home/dstutzmann/act_segm_model_training/runs/predict/Himanis_Seg_Actes_1200pxmin_JJ170-JJ179/Paris_Archives_Nationales_JJ170/labels/Paris_Archives_Nationales_JJ170_101.txt;1;AI;0.4181 0.6424 0.8355 0.6708;1,1511,3636,3302;0.9631672501564026;https://iiif.irht.cnrs.fr/iiif/ark:/63955/v4n7vm8qh62r/1,1511,3636,3302/full/0/default.jpg;https://iiif.irht.cnrs.fr/iiif/ark:/63955/v4n7vm8qh62r/full/full/0/default.jpg
images_registres_AN_JJ035_JJ211/images/Paris_Archives_Nationales_JJ170/Paris_Archives_Nationales_JJ170_101.jpg;4353;4923;/sps/humanum/home/dstutzmann/act_segm_model_training/runs/predict/Himanis_Seg_Actes_1200pxmin_JJ170-JJ179/Paris_Archives_Nationales_JJ170/labels/Paris_Archives_Nationales_JJ170_101.txt;2;AF;0.4645 0.1663 0.927 0.284;4,119,4035,1398;0.9341508150100708;https://iiif.irht.cnrs.fr/iiif/ark:/63955/v4n7vm8qh62r/4,119,4035,1398/full/0/default.jpg;https://iiif.irht.cnrs.fr/iiif/ark:/63955/v4n7vm8qh62r/full/full/0/default.jpg
images_registres_AN_JJ035_JJ211/images/Paris_Archives_Nationales_JJ170/Paris_Archives_Nationales_JJ170_102.jpg;4162;4911;/sps/humanum/home/dstutzmann/act_segm_model_training/runs/predict/Himanis_Seg_Actes_1200pxmin_JJ170-JJ179/Paris_Archives_Nationales_JJ170/labels/Paris_Archives_Nationales_JJ170_102.txt;2;AF;0.5199 0.3163 0.9576 0.6197;171,31,3985,3043;0.9625008702278136;https://iiif.irht.cnrs.fr/iiif/ark:/63955/vswyj67zu566/171,31,3985,3043/full/0/default.jpg;https://iiif.irht.cnrs.fr/iiif/ark:/63955/vswyj67zu566/full/full/0/default.jpg
images_registres_AN_JJ035_JJ211/images/Paris_Archives_Nationales_JJ170/Paris_Archives_Nationales_JJ170_102.jpg;4162;4911;/sps/humanum/home/dstutzmann/act_segm_model_training/runs/predict/Himanis_Seg_Actes_1200pxmin_JJ170-JJ179/Paris_Archives_Nationales_JJ170/labels/Paris_Archives_Nationales_JJ170_102.txt;1;AI;0.4994 0.8004 0.9987 0.3495;0,3072,4156,1716;0.9619571566581726;https://iiif.irht.cnrs.fr/iiif/ark:/63955/vswyj67zu566/0,3072,4156,1716/full/0/default.jpg;https://iiif.irht.cnrs.fr/iiif/ark:/63955/vswyj67zu566/full/full/0/default.jpg
images_registres_AN_JJ035_JJ211/images/Paris_Archives_Nationales_JJ170/Paris_Archives_Nationales_JJ170_103.jpg;4353;4923;/sps/humanum/home/dstutzmann/act_segm_model_training/runs/predict/Himanis_Seg_Actes_1200pxmin_JJ170-JJ179/Paris_Archives_Nationales_JJ170/labels/Paris_Archives_Nationales_JJ170_103.txt;3;AM;0.4253 0.5048 0.8505 0.9473;0,153,3702,4663;0.9755221009254456;https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5nz3ogpvtuj/0,153,3702,4663/full/0/default.jpg;https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5nz3ogpvtuj/full/full/0/default.jpg
images_registres_AN_JJ035_JJ211/images/Paris_Archives_Nationales_JJ170/Paris_Archives_Nationales_JJ170_104.jpg;4162;4911;/sps/humanum/home/dstutzmann/act_segm_model_training/runs/predict/Himanis_Seg_Actes_1200pxmin_JJ170-JJ179/Paris_Archives_Nationales_JJ170/labels/Paris_Archives_Nationales_JJ170_104.txt;2;AF;0.5021 0.1457 0.9929 0.231;23,148,4132,1134;0.949179232120514;https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0q69gnfjf8f/23,148,4132,1134/full/0/default.jpg;https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0q69gnfjf8f/full/full/0/default.jpg
images_registres_AN_JJ035_JJ211/images/Paris_Archives_Nationales_JJ170/Paris_Archives_Nationales_JJ170_104.jpg;4162;4911;/sps/humanum/home/dstutzmann/act_segm_model_training/runs/predict/Himanis_Seg_Actes_1200pxmin_JJ170-JJ179/Paris_Archives_Nationales_JJ170/labels/Paris_Archives_Nationales_JJ170_104.txt;1;AI;0.5836 0.6229 0.831 0.7239;699,1281,3458,3555;0.974879264831543;https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0q69gnfjf8f/699,1281,3458,3555/full/0/default.jpg;https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0q69gnfjf8f/full/full/0/default.jpg
