Image_Path;Image_Width;Image_Height;YOLO_Results_File;Class_Id;Class_Name;Detected_coordinates;Absolute_coordinates;Confidence;Url_Detection;Url_Image
images_registres_AN_JJ035_JJ211/images/Paris_Archives_Nationales_JJ200/Paris_Archives_Nationales_JJ200_10.jpg;3822;4266;/sps/humanum/home/dstutzmann/act_segm_model_training/runs/predict/Himanis_Seg_Actes_1200pxmin_JJ200-JJ211/Paris_Archives_Nationales_JJ200/labels/Paris_Archives_Nationales_JJ200_10.txt;1;AI;0.5066 0.5689 0.9868 0.8616;50,589,3771,3675;0.8951486349105835;https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwigu7i9t8ko/50,589,3771,3675/full/0/default.jpg;https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwigu7i9t8ko/full/full/0/default.jpg
images_registres_AN_JJ035_JJ211/images/Paris_Archives_Nationales_JJ200/Paris_Archives_Nationales_JJ200_10.jpg;3822;4266;/sps/humanum/home/dstutzmann/act_segm_model_training/runs/predict/Himanis_Seg_Actes_1200pxmin_JJ200-JJ211/Paris_Archives_Nationales_JJ200/labels/Paris_Archives_Nationales_JJ200_10.txt;2;AF;0.5033 0.0696 0.9933 0.1389;25,0,3796,592;0.8797225952148438;https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwigu7i9t8ko/25,0,3796,592/full/0/default.jpg;https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwigu7i9t8ko/full/full/0/default.jpg
images_registres_AN_JJ035_JJ211/images/Paris_Archives_Nationales_JJ200/Paris_Archives_Nationales_JJ200_100.jpg;4182;3882;/sps/humanum/home/dstutzmann/act_segm_model_training/runs/predict/Himanis_Seg_Actes_1200pxmin_JJ200-JJ211/Paris_Archives_Nationales_JJ200/labels/Paris_Archives_Nationales_JJ200_100.txt;2;AF;0.4962 0.3045 0.9874 0.6073;10,3,4129,2357;0.954803466796875;https://iiif.irht.cnrs.fr/iiif/ark:/63955/v3x0lx96y0vm/10,3,4129,2357/full/0/default.jpg;https://iiif.irht.cnrs.fr/iiif/ark:/63955/v3x0lx96y0vm/full/full/0/default.jpg
images_registres_AN_JJ035_JJ211/images/Paris_Archives_Nationales_JJ200/Paris_Archives_Nationales_JJ200_100.jpg;4182;3882;/sps/humanum/home/dstutzmann/act_segm_model_training/runs/predict/Himanis_Seg_Actes_1200pxmin_JJ200-JJ211/Paris_Archives_Nationales_JJ200/labels/Paris_Archives_Nationales_JJ200_100.txt;1;AI;0.4988 0.8015 0.9976 0.3967;0,2341,4171,1539;0.9326571822166444;https://iiif.irht.cnrs.fr/iiif/ark:/63955/v3x0lx96y0vm/0,2341,4171,1539/full/0/default.jpg;https://iiif.irht.cnrs.fr/iiif/ark:/63955/v3x0lx96y0vm/full/full/0/default.jpg
images_registres_AN_JJ035_JJ211/images/Paris_Archives_Nationales_JJ200/Paris_Archives_Nationales_JJ200_101.jpg;4269;3867;/sps/humanum/home/dstutzmann/act_segm_model_training/runs/predict/Himanis_Seg_Actes_1200pxmin_JJ200-JJ211/Paris_Archives_Nationales_JJ200/labels/Paris_Archives_Nationales_JJ200_101.txt;2;AF;0.5087 0.3102 0.9816 0.6196;76,1,4190,2395;0.8955535292625427;https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwdqaiwkq2as/76,1,4190,2395/full/0/default.jpg;https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwdqaiwkq2as/full/full/0/default.jpg
images_registres_AN_JJ035_JJ211/images/Paris_Archives_Nationales_JJ200/Paris_Archives_Nationales_JJ200_101.jpg;4269;3867;/sps/humanum/home/dstutzmann/act_segm_model_training/runs/predict/Himanis_Seg_Actes_1200pxmin_JJ200-JJ211/Paris_Archives_Nationales_JJ200/labels/Paris_Archives_Nationales_JJ200_101.txt;1;AI;0.5141 0.8099 0.9714 0.3801;121,2396,4146,1469;0.961764931678772;https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwdqaiwkq2as/121,2396,4146,1469/full/0/default.jpg;https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwdqaiwkq2as/full/full/0/default.jpg
images_registres_AN_JJ035_JJ211/images/Paris_Archives_Nationales_JJ200/Paris_Archives_Nationales_JJ200_102.jpg;4287;3921;/sps/humanum/home/dstutzmann/act_segm_model_training/runs/predict/Himanis_Seg_Actes_1200pxmin_JJ200-JJ211/Paris_Archives_Nationales_JJ200/labels/Paris_Archives_Nationales_JJ200_102.txt;2;AF;0.4967 0.3516 0.9864 0.7008;15,4,4228,2747;0.9039597511291504;https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhi1it5tsnxq/15,4,4228,2747/full/0/default.jpg;https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhi1it5tsnxq/full/full/0/default.jpg
images_registres_AN_JJ035_JJ211/images/Paris_Archives_Nationales_JJ200/Paris_Archives_Nationales_JJ200_102.jpg;4287;3921;/sps/humanum/home/dstutzmann/act_segm_model_training/runs/predict/Himanis_Seg_Actes_1200pxmin_JJ200-JJ211/Paris_Archives_Nationales_JJ200/labels/Paris_Archives_Nationales_JJ200_102.txt;1;AI;0.4977 0.8496 0.9942 0.2997;2,2743,4262,1175;0.9353027939796448;https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhi1it5tsnxq/2,2743,4262,1175/full/0/default.jpg;https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhi1it5tsnxq/full/full/0/default.jpg
images_registres_AN_JJ035_JJ211/images/Paris_Archives_Nationales_JJ200/Paris_Archives_Nationales_JJ200_103.jpg;4083;3786;/sps/humanum/home/dstutzmann/act_segm_model_training/runs/predict/Himanis_Seg_Actes_1200pxmin_JJ200-JJ211/Paris_Archives_Nationales_JJ200/labels/Paris_Archives_Nationales_JJ200_103.txt;2;AF;0.5118 0.5004 0.9764 0.9992;96,3,3986,3782;0.8141699433326721;https://iiif.irht.cnrs.fr/iiif/ark:/63955/vnioxomxk9uy/96,3,3986,3782/full/0/default.jpg;https://iiif.irht.cnrs.fr/iiif/ark:/63955/vnioxomxk9uy/full/full/0/default.jpg
images_registres_AN_JJ035_JJ211/images/Paris_Archives_Nationales_JJ200/Paris_Archives_Nationales_JJ200_104.jpg;4299;3903;/sps/humanum/home/dstutzmann/act_segm_model_training/runs/predict/Himanis_Seg_Actes_1200pxmin_JJ200-JJ211/Paris_Archives_Nationales_JJ200/labels/Paris_Archives_Nationales_JJ200_104.txt;0;AC;0.5014 0.5 0.9741 0.9985;61,2,4187,3897;0.4714420139789581;https://iiif.irht.cnrs.fr/iiif/ark:/63955/v04gwo6yzygh/61,2,4187,3897/full/0/default.jpg;https://iiif.irht.cnrs.fr/iiif/ark:/63955/v04gwo6yzygh/full/full/0/default.jpg
images_registres_AN_JJ035_JJ211/images/Paris_Archives_Nationales_JJ200/Paris_Archives_Nationales_JJ200_104.jpg;4299;3903;/sps/humanum/home/dstutzmann/act_segm_model_training/runs/predict/Himanis_Seg_Actes_1200pxmin_JJ200-JJ211/Paris_Archives_Nationales_JJ200/labels/Paris_Archives_Nationales_JJ200_104.txt;1;AI;0.5025 0.5012 0.9777 0.9967;58,11,4203,3890;0.5267971754074097;https://iiif.irht.cnrs.fr/iiif/ark:/63955/v04gwo6yzygh/58,11,4203,3890/full/0/default.jpg;https://iiif.irht.cnrs.fr/iiif/ark:/63955/v04gwo6yzygh/full/full/0/default.jpg
images_registres_AN_JJ035_JJ211/images/Paris_Archives_Nationales_JJ200/Paris_Archives_Nationales_JJ200_105.jpg;4032;3780;/sps/humanum/home/dstutzmann/act_segm_model_training/runs/predict/Himanis_Seg_Actes_1200pxmin_JJ200-JJ211/Paris_Archives_Nationales_JJ200/labels/Paris_Archives_Nationales_JJ200_105.txt;2;AF;0.5064 0.1118 0.9869 0.2152;52,15,3979,813;0.9165985584259032;https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0yb6s3tptg8/52,15,3979,813/full/0/default.jpg;https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0yb6s3tptg8/full/full/0/default.jpg
images_registres_AN_JJ035_JJ211/images/Paris_Archives_Nationales_JJ200/Paris_Archives_Nationales_JJ200_105.jpg;4032;3780;/sps/humanum/home/dstutzmann/act_segm_model_training/runs/predict/Himanis_Seg_Actes_1200pxmin_JJ200-JJ211/Paris_Archives_Nationales_JJ200/labels/Paris_Archives_Nationales_JJ200_105.txt;1;AI;0.5041 0.6095 0.9916 0.781;33,827,3998,2952;0.8089202642440796;https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0yb6s3tptg8/33,827,3998,2952/full/0/default.jpg;https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0yb6s3tptg8/full/full/0/default.jpg
images_registres_AN_JJ035_JJ211/images/Paris_Archives_Nationales_JJ200/Paris_Archives_Nationales_JJ200_106.jpg;4317;3882;/sps/humanum/home/dstutzmann/act_segm_model_training/runs/predict/Himanis_Seg_Actes_1200pxmin_JJ200-JJ211/Paris_Archives_Nationales_JJ200/labels/Paris_Archives_Nationales_JJ200_106.txt;0;AC;0.5055 0.6485 0.9871 0.703;51,1152,4261,2729;0.909020185470581;https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhex4cie6gea/51,1152,4261,2729/full/0/default.jpg;https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhex4cie6gea/full/full/0/default.jpg
images_registres_AN_JJ035_JJ211/images/Paris_Archives_Nationales_JJ200/Paris_Archives_Nationales_JJ200_106.jpg;4317;3882;/sps/humanum/home/dstutzmann/act_segm_model_training/runs/predict/Himanis_Seg_Actes_1200pxmin_JJ200-JJ211/Paris_Archives_Nationales_JJ200/labels/Paris_Archives_Nationales_JJ200_106.txt;2;AF;0.5023 0.1535 0.9847 0.2893;42,34,4250,1123;0.865248441696167;https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhex4cie6gea/42,34,4250,1123/full/0/default.jpg;https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhex4cie6gea/full/full/0/default.jpg
images_registres_AN_JJ035_JJ211/images/Paris_Archives_Nationales_JJ200/Paris_Archives_Nationales_JJ200_107.jpg;3930;3792;/sps/humanum/home/dstutzmann/act_segm_model_training/runs/predict/Himanis_Seg_Actes_1200pxmin_JJ200-JJ211/Paris_Archives_Nationales_JJ200/labels/Paris_Archives_Nationales_JJ200_107.txt;1;AI;0.5 0.8213 1.0 0.3564;0,2438,3930,1351;0.9339109659194946;https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxbz4ay3qg4o/0,2438,3930,1351/full/0/default.jpg;https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxbz4ay3qg4o/full/full/0/default.jpg
images_registres_AN_JJ035_JJ211/images/Paris_Archives_Nationales_JJ200/Paris_Archives_Nationales_JJ200_107.jpg;3930;3792;/sps/humanum/home/dstutzmann/act_segm_model_training/runs/predict/Himanis_Seg_Actes_1200pxmin_JJ200-JJ211/Paris_Archives_Nationales_JJ200/labels/Paris_Archives_Nationales_JJ200_107.txt;2;AF;0.5 0.3256 1.0 0.6362;0,28,3930,2412;0.6923459768295288;https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxbz4ay3qg4o/0,28,3930,2412/full/0/default.jpg;https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxbz4ay3qg4o/full/full/0/default.jpg
images_registres_AN_JJ035_JJ211/images/Paris_Archives_Nationales_JJ200/Paris_Archives_Nationales_JJ200_108.jpg;4260;3831;/sps/humanum/home/dstutzmann/act_segm_model_training/runs/predict/Himanis_Seg_Actes_1200pxmin_JJ200-JJ211/Paris_Archives_Nationales_JJ200/labels/Paris_Archives_Nationales_JJ200_108.txt;0;AC;0.5046 0.5007 0.9899 0.9985;41,5,4216,3825;0.4892513751983642;https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrahv36pkf7z/41,5,4216,3825/full/0/default.jpg;https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrahv36pkf7z/full/full/0/default.jpg
images_registres_AN_JJ035_JJ211/images/Paris_Archives_Nationales_JJ200/Paris_Archives_Nationales_JJ200_108.jpg;4260;3831;/sps/humanum/home/dstutzmann/act_segm_model_training/runs/predict/Himanis_Seg_Actes_1200pxmin_JJ200-JJ211/Paris_Archives_Nationales_JJ200/labels/Paris_Archives_Nationales_JJ200_108.txt;1;AI;0.5071 0.5004 0.9849 0.9992;62,3,4195,3827;0.4171410501003265;https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrahv36pkf7z/62,3,4195,3827/full/0/default.jpg;https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrahv36pkf7z/full/full/0/default.jpg
images_registres_AN_JJ035_JJ211/images/Paris_Archives_Nationales_JJ200/Paris_Archives_Nationales_JJ200_109.jpg;3837;3732;/sps/humanum/home/dstutzmann/act_segm_model_training/runs/predict/Himanis_Seg_Actes_1200pxmin_JJ200-JJ211/Paris_Archives_Nationales_JJ200/labels/Paris_Archives_Nationales_JJ200_109.txt;2;AF;0.5027 0.1634 0.9946 0.3252;20,2,3816,1213;0.9465216994285583;https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdcbvqhc5s9g/20,2,3816,1213/full/0/default.jpg;https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdcbvqhc5s9g/full/full/0/default.jpg
images_registres_AN_JJ035_JJ211/images/Paris_Archives_Nationales_JJ200/Paris_Archives_Nationales_JJ200_109.jpg;3837;3732;/sps/humanum/home/dstutzmann/act_segm_model_training/runs/predict/Himanis_Seg_Actes_1200pxmin_JJ200-JJ211/Paris_Archives_Nationales_JJ200/labels/Paris_Archives_Nationales_JJ200_109.txt;0;AC;0.5026 0.6617 0.9949 0.6748;19,1210,3817,2518;0.9326547384262084;https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdcbvqhc5s9g/19,1210,3817,2518/full/0/default.jpg;https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdcbvqhc5s9g/full/full/0/default.jpg
images_registres_AN_JJ035_JJ211/images/Paris_Archives_Nationales_JJ200/Paris_Archives_Nationales_JJ200_11.jpg;3603;4503;/sps/humanum/home/dstutzmann/act_segm_model_training/runs/predict/Himanis_Seg_Actes_1200pxmin_JJ200-JJ211/Paris_Archives_Nationales_JJ200/labels/Paris_Archives_Nationales_JJ200_11.txt;2;AF;0.5012 0.1506 0.997 0.3012;9,0,3592,1356;0.9655633568763732;https://iiif.irht.cnrs.fr/iiif/ark:/63955/vyfhtdtg6fu9/9,0,3592,1356/full/0/default.jpg;https://iiif.irht.cnrs.fr/iiif/ark:/63955/vyfhtdtg6fu9/full/full/0/default.jpg
