Paris_AN_JJ_inventaire_Gascogne.xml_Register;Paris_AN_JJ_inventaire_Gascogne.xml_Act_number;Paris_AN_JJ_inventaire_Gascogne.xml_Head;Paris_AN_JJ_inventaire_Gascogne.xml_Locus;Paris_AN_JJ_inventaire_Gascogne.xml_File
JJ243;112;1770;23;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;114;1771;dol23v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;116;1772;24;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;120;1773;25;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;122;1774;26;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;123;1775;26;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;123;1776;26;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;126;1777;27;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;127;1778;27v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;134;1779;29;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;136;1780;30;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;139;1781;30v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;142;1782;31v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;143;1783;32;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;146;1784;33v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;147;1785;33v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;148;1786;34;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;153;1787;35;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;156;1788;35v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;157;1789;35v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;158;1790;36;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;160;1791;36v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;163;1792;37;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;165;1793;37v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;168;1794;38v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;169;1795;39;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;170;1796;39v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;265;1797;66v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;316;1798;86v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;407;1799;119;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;413;1800;122v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;447;1801;134;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;479;1802;141;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;493;1803;145;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;521;1804;152;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;551;1805;165;Paris_AN_JJ_inventaire_Gascogne.xml
JJ243;568;1806;173v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ244;29;1807;37v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ244;80;1808;117v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ245A;200;1809;55v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ245A;233;1810;65;Paris_AN_JJ_inventaire_Gascogne.xml
JJ245A;236;1811;65v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ245A;247;1812;69;Paris_AN_JJ_inventaire_Gascogne.xml
JJ245A;257;1813;72;Paris_AN_JJ_inventaire_Gascogne.xml
JJ245A;267;1814;75;Paris_AN_JJ_inventaire_Gascogne.xml
JJ245A;279;1815;77v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ245A;281;1816;78;Paris_AN_JJ_inventaire_Gascogne.xml
JJ245A;287;1817;79v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ245A;288;1818;79v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ245A;292;1819;81;Paris_AN_JJ_inventaire_Gascogne.xml
JJ245A;228;1820;89v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ246;26;1821;7v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ246;39;1822;11;Paris_AN_JJ_inventaire_Gascogne.xml
JJ246;58;1823;18v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ246;164;1824;48v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ246;181;1825;53v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ246;196;1826;57;Paris_AN_JJ_inventaire_Gascogne.xml
JJ246;228;1827;64;Paris_AN_JJ_inventaire_Gascogne.xml
JJ246;233;1828;65;Paris_AN_JJ_inventaire_Gascogne.xml
JJ246;303;1829;91;Paris_AN_JJ_inventaire_Gascogne.xml
JJ246;319;1830;96;Paris_AN_JJ_inventaire_Gascogne.xml
JJ246;337;1831;104;Paris_AN_JJ_inventaire_Gascogne.xml
JJ246;358;1832;110;Paris_AN_JJ_inventaire_Gascogne.xml
JJ246;362;1833;110v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ246;371;1834;112v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ246;378;1835;114;Paris_AN_JJ_inventaire_Gascogne.xml
JJ246;403;1836;123v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ246;429;1837;131;Paris_AN_JJ_inventaire_Gascogne.xml
JJ247;144;1838;85;Paris_AN_JJ_inventaire_Gascogne.xml
JJ247;149;1839;87v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ248;10;1840;5v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ249A;75;1841;25;Paris_AN_JJ_inventaire_Gascogne.xml
JJ249A;129;1842;44;Paris_AN_JJ_inventaire_Gascogne.xml
JJ249A;140;1843;48;Paris_AN_JJ_inventaire_Gascogne.xml
JJ249A;173;1844;60v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ249;A181;1845;63v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ250;86;1846;30;Paris_AN_JJ_inventaire_Gascogne.xml
JJ250;93;1847;32;Paris_AN_JJ_inventaire_Gascogne.xml
JJ250;106;1848;35;Paris_AN_JJ_inventaire_Gascogne.xml
JJ250;107;1849;35v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ250;109;1850;36;Paris_AN_JJ_inventaire_Gascogne.xml
JJ250;110;1851;36v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ250;116;1852;39;Paris_AN_JJ_inventaire_Gascogne.xml
JJ250;127;1853;toi42v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ251;458;1854;146;Paris_AN_JJ_inventaire_Gascogne.xml
JJ252;23;1855;8v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ252;55;1856;19v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ252;61;1857;22;Paris_AN_JJ_inventaire_Gascogne.xml
JJ253-1;271;1858;97v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ253-1;272;1859;98;Paris_AN_JJ_inventaire_Gascogne.xml
JJ253-1;300;1860;106v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ254;99;1861;24v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ254;107;1862;26;Paris_AN_JJ_inventaire_Gascogne.xml
JJ254;160;1863;34v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ254;188;1864;39;Paris_AN_JJ_inventaire_Gascogne.xml
JJ254;211;1865;43;Paris_AN_JJ_inventaire_Gascogne.xml
JJ254;241;1866;47v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ254;242;1867;47v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ254;255;1868;50;Paris_AN_JJ_inventaire_Gascogne.xml
JJ254;279;1869;54;Paris_AN_JJ_inventaire_Gascogne.xml
JJ254;284;1870;55;Paris_AN_JJ_inventaire_Gascogne.xml
JJ254;290;1871;56;Paris_AN_JJ_inventaire_Gascogne.xml
JJ254;294;1872;56v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ254;390;1873;fol72v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ254;395;1874;72v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ254;407;1875;74v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ255-1;90;1875;30;Paris_AN_JJ_inventaire_Gascogne.xml
JJ254;411;1876;75v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ254;454;1877;83;Paris_AN_JJ_inventaire_Gascogne.xml
JJ255-1;91;1878;30;Paris_AN_JJ_inventaire_Gascogne.xml
JJ255-1;202;1879;59;Paris_AN_JJ_inventaire_Gascogne.xml
JJ255-1;235;1880;72;Paris_AN_JJ_inventaire_Gascogne.xml
JJ256-1;49;1881;19v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ256-1;117;1882;44;Paris_AN_JJ_inventaire_Gascogne.xml
JJ256-1;141;1883;49v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ256-1;219;1883;78;Paris_AN_JJ_inventaire_Gascogne.xml
JJ256-1;173;1884;61;Paris_AN_JJ_inventaire_Gascogne.xml
JJ256-1;385;1885;106v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ256-1;400;1886;109v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ256-1;407;1887;111;Paris_AN_JJ_inventaire_Gascogne.xml
JJ256-2;1;1888;1;Paris_AN_JJ_inventaire_Gascogne.xml
JJ256-2;2;1889;2v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ256-2;3;1890;4v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ256-2;4;1891;6;Paris_AN_JJ_inventaire_Gascogne.xml
JJ256-2;8;1892;13;Paris_AN_JJ_inventaire_Gascogne.xml
JJ256-2;9;1893;15;Paris_AN_JJ_inventaire_Gascogne.xml
JJ256-2;11;1894;17v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ256-2;17;1895;23;Paris_AN_JJ_inventaire_Gascogne.xml
JJ256-2;52;1896;28v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ256-2;54;1897;30v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ256-2;57;1898;37v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ256-2;58;1899;39v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ257-1;3;1900;2v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ257-1;10bis;1901;7;Paris_AN_JJ_inventaire_Gascogne.xml
JJ257-1;61;1902;29;Paris_AN_JJ_inventaire_Gascogne.xml
JJ257-1;236;1903;122;Paris_AN_JJ_inventaire_Gascogne.xml
JJ257-2;374;1904;103v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ257C;253;1905;160v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ258-1;38;1906;32v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ258-1;50;1907;38;Paris_AN_JJ_inventaire_Gascogne.xml
JJ258-1;53;1907;40;Paris_AN_JJ_inventaire_Gascogne.xml
JJ258-1;83;1908;57v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ258-1;141;1909;93;Paris_AN_JJ_inventaire_Gascogne.xml
JJ258-1;142;1910;93;Paris_AN_JJ_inventaire_Gascogne.xml
JJ258-1;169;1911;106v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ258-1;220;1912;134v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ258-1;231;1913;139v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ258-1;245;1914;146v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ258-1;258-1;1915A;;Paris_AN_JJ_inventaire_Gascogne.xml
JJ258-1;258;1915B;;Paris_AN_JJ_inventaire_Gascogne.xml
JJ258-1;292;1916;172;Paris_AN_JJ_inventaire_Gascogne.xml
JJ258-1;334;1917;197;Paris_AN_JJ_inventaire_Gascogne.xml
JJ258-1;349;1918;207v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ258-1;350;1919;208v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ258-1;441;1920;268v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ258-1;554;1921;336v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ259;40bis;1922;25v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ259;51;1923;34;Paris_AN_JJ_inventaire_Gascogne.xml
JJ259;138;1924;92v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ259;139;1925;93;Paris_AN_JJ_inventaire_Gascogne.xml
JJ259;147;1926;98v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ259;191;1927;123v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ259;200;1928;128;Paris_AN_JJ_inventaire_Gascogne.xml
JJ259;201;1929;128v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ259;245;1930;184;Paris_AN_JJ_inventaire_Gascogne.xml
JJ259;331;1931;246v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ259;361;1932;273v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ259;405;1933;301;Paris_AN_JJ_inventaire_Gascogne.xml
JJ259;421;1934;306v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ259;422;1935;307;Paris_AN_JJ_inventaire_Gascogne.xml
JJ259;424;1936;308;Paris_AN_JJ_inventaire_Gascogne.xml
JJ259;447;1937;fo317v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ260A;34;1938;18v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ260A;74;1939;42;Paris_AN_JJ_inventaire_Gascogne.xml
JJ260A;95;1940;55;Paris_AN_JJ_inventaire_Gascogne.xml
JJ260A;159;1941;100;Paris_AN_JJ_inventaire_Gascogne.xml
JJ260A;194;1942;121;Paris_AN_JJ_inventaire_Gascogne.xml
JJ260A;244;1943;156v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ260A;294;1944;191v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ260A;315;1945;208v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ260A;322;1946;214v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ260A;397;1947;262v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ260A;347;1948;234;Paris_AN_JJ_inventaire_Gascogne.xml
JJ260A;376;1949;253;Paris_AN_JJ_inventaire_Gascogne.xml
JJ260A;378;1950;255;Paris_AN_JJ_inventaire_Gascogne.xml
JJ260B;26;1951;13v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ260B;129;1952;68;Paris_AN_JJ_inventaire_Gascogne.xml
JJ260B;144;1953;76;Paris_AN_JJ_inventaire_Gascogne.xml
JJ261A;9;1954;6;Paris_AN_JJ_inventaire_Gascogne.xml
JJ261A;68;1955;39v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ261A;91;1956;53v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ261A;114;1957;70;Paris_AN_JJ_inventaire_Gascogne.xml
JJ261A;174;1958;115;Paris_AN_JJ_inventaire_Gascogne.xml
JJ261A;189;1959;125v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ261A;248;1960;164;Paris_AN_JJ_inventaire_Gascogne.xml
JJ261A;250;1961;166;Paris_AN_JJ_inventaire_Gascogne.xml
JJ261A;324;1962;211;Paris_AN_JJ_inventaire_Gascogne.xml
JJ261A;344;1963;224v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ261A;357;1964;233;Paris_AN_JJ_inventaire_Gascogne.xml
JJ261A;402;1965;265;Paris_AN_JJ_inventaire_Gascogne.xml
JJ261A;419;1966;276;Paris_AN_JJ_inventaire_Gascogne.xml
JJ261A;449;1967;294;Paris_AN_JJ_inventaire_Gascogne.xml
JJ261A;530;1968;345v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ261A;567;1969;368;Paris_AN_JJ_inventaire_Gascogne.xml
JJ261A;577;1970;372v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ261A;579;1971;373v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ261A;583;1972;375v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ261B;18;1973;16;Paris_AN_JJ_inventaire_Gascogne.xml
JJ261B;66;1974;55v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ261B;99;1975;78v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ261B;105;1976;83vo;Paris_AN_JJ_inventaire_Gascogne.xml
JJ261B;108;1977;85v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ261B;143;1978;111v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ261B;150;1979;116;Paris_AN_JJ_inventaire_Gascogne.xml
JJ261B;170;1980;129;Paris_AN_JJ_inventaire_Gascogne.xml
JJ261B;171;1981;130v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ261B;174;1982;132;Paris_AN_JJ_inventaire_Gascogne.xml
JJ261B;227;1983;178v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ261B;279;1984;217;Paris_AN_JJ_inventaire_Gascogne.xml
JJ261B;314;1985;243v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ261B;317;1986;246;Paris_AN_JJ_inventaire_Gascogne.xml
JJ261B;319;1987;248v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ261B;345;1988;270v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ261B;365;1989;288v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ261B;386;1990;304v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ261B;476;1991;378;Paris_AN_JJ_inventaire_Gascogne.xml
JJ261B;495;1992;390;Paris_AN_JJ_inventaire_Gascogne.xml
JJ262;88;1993;73;Paris_AN_JJ_inventaire_Gascogne.xml
JJ262;104;1994;87v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ262;139;1995;117;Paris_AN_JJ_inventaire_Gascogne.xml
JJ262;159;1996;132;Paris_AN_JJ_inventaire_Gascogne.xml
JJ262;170bis;1997;141;Paris_AN_JJ_inventaire_Gascogne.xml
JJ262;175;1998;144v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ262;187;1999;153v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ262;208;2000;170;Paris_AN_JJ_inventaire_Gascogne.xml
JJ262;224;2001;190v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ262;230;2002;195;Paris_AN_JJ_inventaire_Gascogne.xml
JJ262;285;2003;245v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ262;287;2004;248v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ262;288;2005;249v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ262;291;2006;252;Paris_AN_JJ_inventaire_Gascogne.xml
JJ262;299;2007;258v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ262;303;2008;261v;Paris_AN_JJ_inventaire_Gascogne.xml
;316;2009;272v(;Paris_AN_JJ_inventaire_Gascogne.xml
JJ262;321;2010;277v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ262;341;2011;301;Paris_AN_JJ_inventaire_Gascogne.xml
JJ262;347;2012;305v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ262;373;2013;325;Paris_AN_JJ_inventaire_Gascogne.xml
JJ262;374;2014;326;Paris_AN_JJ_inventaire_Gascogne.xml
JJ262;381;2015;fol332v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ262;398;2016;342v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ262;410;2017;358v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ262;421;2018;368v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ262;489;2019;453v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263A;10;2020;VIII;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263A;29;2021;21;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263A;84;2022;66;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263A;129;2023;108v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263A;162;2024;140;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263A;184;2025;157;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263A;208;2026;174v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263A;218;2027;183;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263A;236;2028;195v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263A;290;2029;231v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263A;299;2030;238;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263A;300;2031;239;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263A;306;2032;243;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263A;309;2033;244v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263A;342;2034;271;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263A;371;2035;294v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263A;402;2036;322;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263A;448;2037;367v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263A;468;2038;382v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263A;545;2039;450;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263A;549;2040;457v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;13;2041;5v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;14;2042;6;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;18;2043;8;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;22;2044;9v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;25;2045;10vo;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;32;2046;14v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;42;2047;17v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;74;2048;31;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;81;2049;33v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;85;2050;35;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;86;2051;36;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;87;2052;36;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;88;2053;37;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;101;2054;42;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;112;2055;46v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;167;2056;65v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;168;2057;66;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;174;2058;68;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;177;2059;69v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;182;2060;72v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;183;2061;72v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;197;2062;77;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;213;2063;83;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;223;2064A;85v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;226;2064B;87;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;232;2065;89v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;236;2066;91;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;240;2067;92;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;244;2068;93;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;245;2069;93v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;247;2070;95;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;275;2071;105;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;288;2072;111;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;296;2073;114v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;297;2074;114v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;304;2075;117;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;305;2076;117;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;313;2077;119v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;341;2078;128v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;351;2079;153;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;356;2080;134;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;362;2081;136v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;364;2082;137;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;365;2083;138;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;379;2084;145;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;380;2085;145v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;383;2086;147;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;394;2087;152v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;417;2088;162v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;419;2089;163;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;427;2090;165v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;429;2091;166v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;435;2092;168v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;457;2093;177;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;460;2094;178;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;480;2095;190;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;482;2096;191;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;488;2097;194;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;492;2098;196;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;493;2099;196;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;499;2100;202v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;500;2101;203v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;501;2101;204v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;511;2102;211v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;512;2103;212;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;513;2104;213;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;514;2105;214;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;519;2106;217;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;520;2107;217vo;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;521;2108;218;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;524;2109;219;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;525;2110;219v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;526;2111;220;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;529;2112;dol221vpublHCourteault;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;531;2113;222v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;560;2114;235v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;637;2115;275;Paris_AN_JJ_inventaire_Gascogne.xml
JJ263B;747;2116;325;Paris_AN_JJ_inventaire_Gascogne.xml
JJ264;8;2117;4v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ264;62;2118;31;Paris_AN_JJ_inventaire_Gascogne.xml
JJ264;131;2119;68v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ265;171;2120;89;Paris_AN_JJ_inventaire_Gascogne.xml
JJ264;193;2121;104;Paris_AN_JJ_inventaire_Gascogne.xml
JJ264;219;2122;123v;Paris_AN_JJ_inventaire_Gascogne.xml
JJ264;223;2123;126;Paris_AN_JJ_inventaire_Gascogne.xml
JJ264;253;2124;142v;Paris_AN_JJ_inventaire_Gascogne.xml
