Paris_AN_JJ_inventaire_JJ37-50.xml_Register;Paris_AN_JJ_inventaire_JJ37-50.xml_Act_number;Paris_AN_JJ_inventaire_JJ37-50.xml_Head;Paris_AN_JJ_inventaire_JJ37-50.xml_Locus;Paris_AN_JJ_inventaire_JJ37-50.xml_File
JJ45;102;1158;70r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;103;1159;70r-70v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;104;1160;70v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;105;1161;70v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;106;1162;70v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;107;1163;71r-71v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;108;1164;71v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;109;1165;71v-74v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;110;1166;74v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;111;1167;75r-75v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;112;1168;76r-76v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;113;1169;76v-77v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;114;1170;77v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;115;1171;77v-78v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;116;1172;78v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;117;1173;79v-80v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;118;1174;80v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;119;1175;80v-81;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;120;1176;81r-81v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;121;1177;81v-82v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;122;1178;82v-83v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;123;1179;83v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;124;1180;83v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;125;1181;84r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;126;1182;84r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;127;1183;84r-84v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;128;1184;84v-85v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;129;1185;85v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;130;1186;86r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;131;1187;86r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;132;1188;86r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;133;1189;86r-86v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;134;1190;86v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;135;1191;87v-88v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;136;1192;89r-89v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;137;1193;90r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;138;1194;90r-90v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;139;1195;90v-91;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;140;1196;91r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;140bis;1196bis;91r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;141;1197;91v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;142;1198;91v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;143;1199;91v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;144;1200;91v-92;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;145;1201;92r-92v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;146;1202;92v-93v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;147;1203;93v-94v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;148;1204;94v-95;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;149;1205;95r-96;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;150;1206;96r-97;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;151;1207;97r-97v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;152;1208;97v-98;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;153;1209;98r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;154;1210;98r-99;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;155;1211;99r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;156;1212;99r-99v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;157;1213;99v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;158;1214;100r-101v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;159;1215;101v-102;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;160;1216;102r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;161;1217;102r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;162;1218;102v-104v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;163;1219;104v-106;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;164;1220;106r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;165;1221;106v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;166;1222;106v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;167;1223;106v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;168;1224;107r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;169;1225;107v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;170;1226;107v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;171;1227;108r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;172;1228;108r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;173;1229;108v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;174;1230;108v-109;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;175;1231;109r-109v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;176;1232;109v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;177;1233;109v-110;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;178;1234;110r-110v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;179;1235;110v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;180;1236;110v-111;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;181;1237;111r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;182;1238;111r-111v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;183;1239;111v-112;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;184;1240;112r-112v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;185;1241;112v-113;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;186;1242;113v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;187;1243;113v-114;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;188;1244;114r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;189;1245;114r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;190;1246;114r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;191;1247;114r-114v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;192;1248;114v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;193;1249;114v-115;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;194;1250;115r-115v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;195;1251;115v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;196;1252;115v-116;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;197;1253;116r-117;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;198;1254;117r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;199;1255;117r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;200;1256;117v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;201;1257;117v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;202;1258;118r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;203;1259;118r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;204;1260;118r-118v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;204bis;1261;118v-119;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;205;1262;119r-119v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;206;1263;119v-120v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;207;1264;120v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;208;1265;120v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;209;1266;120v-121;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;210;1267;121v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;211;1268;121v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;212;1269;121v-122;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;213;1270;122r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;214;1271;122r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;215;1272;122r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;216;1273;122v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ45;217;1274;122v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;1;1275;1r-1v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;2;1276;1v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;3;1277;2r-3v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;4;1278;4r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;5;1279;4v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;6;1280;5r-6v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;7;1281;6v-7v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;8;1282;8r-8v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;9;1283;8v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;10;1284;8v-9v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;11;1285;9v-10;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;12;1286;10r-10v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;13;1287;10v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;14;1288;11r-12;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;15;1289;12r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;16;1290;12v-13;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;17;1291;13r-14;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;18;1292;14r-15;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;19;1293;15r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;20;1294;15r-15v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;21;1295;15v-18;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;22;1296;18r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;23;1297;18r-18v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;24;1298;18v-20;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;25;1299;20r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;26;1300;20r-20v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;27;1301;20v-23v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;28;1302;23v-25;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;29;1303;25r-26v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;30;1304;27r-28v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;31;1305;28v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;32;1306;28v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;33;1307;29r-35v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;34;1308;35v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;35;1309;35v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;36;1310;35v-37;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;37;1311;37r-37v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;38;1312;37v-38v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;39;1313;38v-39;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;40;1314;39r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;41;1315;39r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;42;1316;39r-39v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;43;1317;39v-40;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;44;1318;40v-42v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;45;1319;43r-43v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;46;1320;43v-44v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;47;1321;44v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;48;1322;45r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;49;1323;45r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;50;1324;45v-46v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;50bis;1325(cancellé);46v-47;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;51;1326;47v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;52;1327;47v-48;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;53;1328;48r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;54;1329;48r-48v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;55;1330;48v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;56;1331;48v-49;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;57;1332;49r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;58;1333;49r-49v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;59;1334;49v-51;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;60;1335;51r-51v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;61;1336;51v-52;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;62;1337;52r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;63;1338;52r-52v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;64;1339;52v-53;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;65;1340;53r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;66;1341;53r-53v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;67;1342;53v-54;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;68;1343;54r-54v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;69;1344;54v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;70;1345;54v-57v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;71;1346;57v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;72;1347;58r-58v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;73;1348;58v-59;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;74;1349;59r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;74bis;1350(cancellé);59r-59v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;75;1351;59v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;76;1352;60r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;77;1353;60r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;78;1354;60r-60v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;79;1355;60v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;80;1356;60v-61;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;81;1357;61r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;81bis;1358(cancellé);61r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;82;1359;61v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;83;1360;61v-62;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;84;1361;62v-63;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;85;1362;63r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;86;1363;63v-65v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;87;1364;65v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;88;1365;65v-66v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;89;1366;67r-69;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;90;1367;69r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;91;1368;69v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;92;1369;69v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;93;1370;69v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;94;1371;69v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;95;1372;69v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;96;1373;69v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;97;1374;69v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;98;1375;69v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;99;1376;69v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;100;1377;69v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;101;1378;69v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;102;1379;69v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;103;1380;69v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;104;1381;69v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;105;1382;69v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;106;1383;69v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;107;1384;69v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;108;1385;70r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;109;1386;70r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;110;1387;70v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;111;1388;70v-71v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;112;1389;71v-72;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;113;1390;72r-72v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;114;1391;72v-73;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;115;1392;73v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;116;1393;74r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;117;1394;74r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;118;1395;74r-74v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;119;1396;74v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;120;1397;75r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;121;1398;75r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;122;1399;75r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;123;1400;75v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;124;1401;76r-76v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;125;1402;76v-77;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;126;1403;77r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;127;1404;77v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;128;1405;77v-78;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;129;1406;78r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;130;1407;78r-79;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;131;1408;79r-79v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;132;1409;80r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;133;1410;80r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;134;1411;80r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;135;1412;80v-81;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;136;1413;81r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;137;1414;81v-82v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;138;1415;82v-83;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;139;1416;83r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;140;1417;83r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;141;1418;83v-84;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;142;1419;84v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;143;1420;84v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;144;1421;85r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;145;1422;85r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;146;1423;85r-85v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;147;1424;86r-86v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;148;1425;87r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;149;1426;87r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;150;1427;87v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;151;1428;87v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;152;1429;88r-89;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;153;1430;89r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;154;1431;89r-89v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;155;1432;89v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;155bis;1433(cancellé);90r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;155ter;1434(cancellé);90r-90v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;156;1435;90v-91;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;157;1436;91v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;158;1437;91v-92;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;159;1438;92r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;160;1439;92r-93;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;161;1440;93v-94;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;162;1441;94r-94v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;163;1442;94v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;164;1443;95r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;165;1444;95r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;166;1445;95r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;167;1446;95v-97v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;168;1447;97v-99v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;169;1448;99v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;170;1449;100r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;171;1450;100r-100v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;172;1451;100v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;173;1452;100v-101;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;174;1453;101r-101v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;175;1454;101v-102v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;176;1455;103r-104;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;177;1456;104v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;178;1457;104v-105v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;179;1458;105v-106;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;180;1459;106r-106v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;181;1460;106v-107;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;182;1461;107r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;183;1462;107r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;184;1463;107r-108;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;185;1464;108r-109;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;186;1465;109v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;187;1466;110r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;188;1467;110r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;189;1468;110r-110v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;190;1469;110v-111;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;191;1470;111v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;191bis;1471;111v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;192;1472;112r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;192bis;1472bis;112r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;193;1473;112r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;194;1474;112v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;195;1475;112v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;196;1476;112v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;197;1477;113r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;198;1478;113r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;199;1479;113v-114;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;200;1480;114r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;201;1481;114v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;201bis;1481bis;114v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;202;1482;114v-116;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;203;1483;116r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;204;1484;116v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;205;1485;116v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;206;1486;117r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;207;1487;117r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;208;1488;117r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;209;1489;117r-117v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;210;1490;117v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;211;1491;117v-118v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;212;1492;118v-119;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;213;1493;119r;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;214;1494;119r-120v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;215;1495;120v-121v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;216;1496;121v;Paris_AN_JJ_inventaire_JJ37-50.xml
JJ46;216bis;1496bis;121v;Paris_AN_JJ_inventaire_JJ37-50.xml
