Paris_AN_JJ_inventaire_JJ80.xml_Register;Paris_AN_JJ_inventaire_JJ80.xml_Act_number;Paris_AN_JJ_inventaire_JJ80.xml_Head;Paris_AN_JJ_inventaire_JJ80.xml_Locus;Paris_AN_JJ_inventaire_JJ80.xml_File
JJ80;143;143;71r;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;144;144;72r;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;145;145;73r;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;146;146;73r-77r;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;147;147;77r;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;148;148;77v;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;149;149;78r;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;150;150;78v;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;151;151;79r;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;152;152;79v-80v;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;153;153;80v;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;154;154;80v;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;155;155;81r-83r;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;156;156;83r-91v;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;157;157;91v-93r;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;158;158;93r-95r;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;159;159;95r-100v;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;160;160;100v-106v;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;161;161;106v;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;162;162;107r;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;163;163;108r;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;164;164;109r-111r;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;165;165;111r-115v;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;167;167;115v-120r;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;168;168;120r;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;169;169;121r-131r;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;170;170;131r;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;171;171;131v;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;172;172;132r;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;173;173;132v;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;174;174;133r;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;175;175;133v;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;176;176;133v;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;177;177;134r;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;178;178;134r;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;179;179;134v-136v;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;180;180;136v-139r;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;181;181;139r-140v;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;182;182;140v;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;183;183;141r-145r;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;184;184;145r-154r;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;185;185;154r;Paris_AN_JJ_inventaire_JJ80.xml
JJ80;186;186;154v;Paris_AN_JJ_inventaire_JJ80.xml
