manifestURL,canvasId,urlImage,folderPath,imageLabel,imageWidthAsDeclared,imageHeightAsDeclared,htmlCode,imageFileName,imageWidthAsDownloaded,imageHeightAsDownloaded,urlResizedImage,ResizedImagehtmlCode,ResizedImageWidthAsDownloaded,ResizedImageHeightAsDownloaded
https://api.irht.cnrs.fr/ark:/63955/farir7u3yfze/manifest.json,https://arca.irht.cnrs.fr/iiif/128472/canvas/canvas-4255198,https://iiif.irht.cnrs.fr/iiif/ark:/63955/vty1xt1ewzs7/full/full/0/default.jpg,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ170,plat supérieur,4126,4803,200,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ170\Paris_Archives_Nationales_JJ170_1.jpg,4126,4803,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vty1xt1ewzs7/full/1200,/0/default.jpg",200,1200,1397
https://api.irht.cnrs.fr/ark:/63955/farir7u3yfze/manifest.json,https://arca.irht.cnrs.fr/iiif/128472/canvas/canvas-4255199,https://iiif.irht.cnrs.fr/iiif/ark:/63955/viah1rphuy4e/full/full/0/default.jpg,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ170,contre-plat supérieur,3847,4784,200,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ170\Paris_Archives_Nationales_JJ170_2.jpg,3847,4784,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/viah1rphuy4e/full/1200,/0/default.jpg",200,1200,1492
https://api.irht.cnrs.fr/ark:/63955/farir7u3yfze/manifest.json,https://arca.irht.cnrs.fr/iiif/128472/canvas/canvas-4255200,https://iiif.irht.cnrs.fr/iiif/ark:/63955/vt388bzen28l/full/full/0/default.jpg,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ170,01r,4185,4803,200,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ170\Paris_Archives_Nationales_JJ170_3.jpg,4185,4803,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vt388bzen28l/full/1200,/0/default.jpg",200,1200,1377
https://api.irht.cnrs.fr/ark:/63955/farir7u3yfze/manifest.json,https://arca.irht.cnrs.fr/iiif/128472/canvas/canvas-4255201,https://iiif.irht.cnrs.fr/iiif/ark:/63955/v36e4kb3djmn/full/full/0/default.jpg,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ170,01v,4018,4887,200,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ170\Paris_Archives_Nationales_JJ170_4.jpg,4018,4887,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v36e4kb3djmn/full/1200,/0/default.jpg",200,1200,1460
https://api.irht.cnrs.fr/ark:/63955/farir7u3yfze/manifest.json,https://arca.irht.cnrs.fr/iiif/128472/canvas/canvas-4255202,https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0nfq5aoaohe/full/full/0/default.jpg,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ170,02r,4263,4839,200,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ170\Paris_Archives_Nationales_JJ170_5.jpg,4263,4839,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0nfq5aoaohe/full/1200,/0/default.jpg",200,1200,1362
https://api.irht.cnrs.fr/ark:/63955/farir7u3yfze/manifest.json,https://arca.irht.cnrs.fr/iiif/128472/canvas/canvas-4255203,https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxqpx4dzdz2j/full/full/0/default.jpg,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ170,02v,4018,4887,200,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ170\Paris_Archives_Nationales_JJ170_6.jpg,4018,4887,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxqpx4dzdz2j/full/1200,/0/default.jpg",200,1200,1460
https://api.irht.cnrs.fr/ark:/63955/farir7u3yfze/manifest.json,https://arca.irht.cnrs.fr/iiif/128472/canvas/canvas-4255204,https://iiif.irht.cnrs.fr/iiif/ark:/63955/ve74pah9x5ak/full/full/0/default.jpg,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ170,03r,4263,4923,200,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ170\Paris_Archives_Nationales_JJ170_7.jpg,4263,4923,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/ve74pah9x5ak/full/1200,/0/default.jpg",200,1200,1386
https://api.irht.cnrs.fr/ark:/63955/farir7u3yfze/manifest.json,https://arca.irht.cnrs.fr/iiif/128472/canvas/canvas-4255205,https://iiif.irht.cnrs.fr/iiif/ark:/63955/vl0qvo1j5fhv/full/full/0/default.jpg,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ170,03v,4018,4887,200,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ170\Paris_Archives_Nationales_JJ170_8.jpg,4018,4887,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vl0qvo1j5fhv/full/1200,/0/default.jpg",200,1200,1460
https://api.irht.cnrs.fr/ark:/63955/farir7u3yfze/manifest.json,https://arca.irht.cnrs.fr/iiif/128472/canvas/canvas-4255206,https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5e0jdeifywn/full/full/0/default.jpg,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ170,04r,4317,4923,200,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ170\Paris_Archives_Nationales_JJ170_9.jpg,4317,4923,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5e0jdeifywn/full/1200,/0/default.jpg",200,1200,1368
https://api.irht.cnrs.fr/ark:/63955/farir7u3yfze/manifest.json,https://arca.irht.cnrs.fr/iiif/128472/canvas/canvas-4255207,https://iiif.irht.cnrs.fr/iiif/ark:/63955/v2mykvvq5gb5/full/full/0/default.jpg,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ170,04v,4018,4887,200,images_registres_AN_JJ035_JJ211/images\Paris_Archives_Nationales_JJ170\Paris_Archives_Nationales_JJ170_10.jpg,4018,4887,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v2mykvvq5gb5/full/1200,/0/default.jpg",200,1200,1460
